RecordID,paper_name,Attack Name,Objective,Threat Model,Attacker Knowledge,is Backdoor,Attack Type,Attack Phase,Domain,Task Type,Applicable in the physical domain,Description,Attack's success rate - digital domain,Attack's success rate - physical domain,Attacked models,Datasets,Reference
0.0,152_AdvHatRealworldadversarialattackonArcFaceFaceIDsystem.pdf,AdvHat,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Sticker on hat deceives Face ID,,>0.5 reduction,"['LResNet100E-IR, ArcFace@ms1m-refine-v2']",['CASIA-WebFace'],https://github.com/papermsucode/advhat
0.0,152_AdvHatRealworldadversarialattackonArcFaceFaceIDsystem.pdf,AdvHat,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Sticker on hat deceives Face ID,,>0.5 reduction,"['LResNet50E-IR, LResNet34E-IR, MobileFaceNet']",['CASIA-WebFace'],https://github.com/papermsucode/advhat
0.0,154_AdversarialAttacksonMachineLearningSystemsforHighFrequencyTrading.pdf,Non-Universal Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Evasion attack for specific inputs,Varies,,"['Linear', 'MLP', 'LSTM']","['F', 'GE', 'NVDA']",https://doi.org/10.1145/3490354.3494367
0.0,154_AdversarialAttacksonMachineLearningSystemsforHighFrequencyTrading.pdf,Universal Transfer Attack,Integrity,Transferable,BlackBox,False,Evasion,Serving,Finance,Classification,no,Universal attack across models,Varies,,"['Linear', 'MLP', 'LSTM']","['F', 'GE']",https://doi.org/10.1145/3490354.3494367
0.0,155_TextBuggerGeneratingAdversarialTextAgainstRealworldApplications.pdf,TEXTBUGGER,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial texts to mislead DLTU systems.,100%,,"['CNN', 'Amazon AWS', 'Microsoft Azure']","['IMDB', 'MR']",https://dx.doi.org/10.14722/ndss.2019.23138
0.0,155_TextBuggerGeneratingAdversarialTextAgainstRealworldApplications.pdf,TEXTBUGGER,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial texts to mislead DLTU systems.,Varies,,"['Google Cloud NLP', 'IBM Watson', 'Facebook fastText', 'ParallelDots', 'TheySay Sentiment', 'Aylien Sentiment', 'TextProcessing', 'Mashape Sentiment']","['IMDB', 'MR']",https://dx.doi.org/10.14722/ndss.2019.23138
0.0,156_AdversarialAttacksAgainstAutomaticSpeechRecognitionSystemsviaPsychoacousticHiding.pdf,Psychoacoustic Hiding,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Speech,Classification,no,"Embeds malicious commands in audio, imperceptible to humans.",98%,,Kaldi,Likely WSJ,Not provided
0.0,157_ShapeShifterRobustPhysicalAdversarialAttackonFasterRCNNObjectDetector.pdf,ShapeShifter,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Misclassifies stop signs in physical domain.,,80%,['Faster R-CNN Inception-v2'],['MS COCO'],https://arxiv.org/abs/1804.05810
0.0,158_BlackboxAdversarialAttacksonVideoRecognitionModels.pdf,V-BAD,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Black-box video attack framework utilizing tentative perturbations transferred from image models and partition-based rectifications.,93%,,"['I3D', 'CNN+LSTM']","['UCF-101', 'HMDB-51', 'Kinetics-400']",
0.0,158_BlackboxAdversarialAttacksonVideoRecognitionModels.pdf,V-BAD,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Black-box video attack with transferred perturbations and rectifications.,93%,,"['I3D', 'CNN+LSTM']","['UCF-101', 'HMDB-51', 'Kinetics-400']",
0.0,159_BlindBackdoorsinDeepLearningModels.pdf,Blind Attack,Integrity,Gradiant Based,WhiteBox,True,Poisoning,Training,Computer Vision,Classification,yes,Compromises loss-value computation.,Not explicitly stated,Not explicitly stated,"ImageNet models, specifically ResNet18",ImageNet LSVRC dataset,https://www.usenix.org/conference/usenixsecurity21/presentation/bagdasaryan
0.0,159_BlindBackdoorsinDeepLearningModels.pdf,Blind Attack,Integrity,Gradient Based,WhiteBox,True,Poisoning,Training,Computer Vision,Classification,yes,Injects backdoor during loss computation.,,,['ResNet18'],['ImageNet LSVRC'],https://www.usenix.org/conference/usenixsecurity21/presentation/bagdasaryan
0.0,160_BlackBoxRipperCopyingblackboxmodelsusinggenerativeevolutionaryalgorithms.pdf,Black-Box Ripper,Integrity,Interactive,BlackBox,False,Model Extraction,Serving,Computer Vision,Classification,no,Generative evolutionary algorithm for model functionality stealing,10.4%,,Various CNN architectures,Multiple image datasets,https://github.com/antoniobarbalau/black-box-ripper
0.0,161_SLAPImprovingPhysicalAdversarialExampleswithShortLivedAdversarialPerturbations.pdf,SLAP,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Projector-based adversarial perturbations,,99%,"['Yolov3', 'Mask-RCNN', 'Lisa-CNN', 'Gtsrb-CNN']","['LISA', 'GTSRB']",https://www.usenix.org/conference/usenixsecurity21/presentation/lovisotto
0.0,161_SLAPImprovingPhysicalAdversarialExampleswithShortLivedAdversarialPerturbations.pdf,SLAP,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Projector-based adversarial perturbations,,Varies,['Google Vision API'],"['LISA', 'GTSRB']",https://www.usenix.org/conference/usenixsecurity21/presentation/lovisotto
0.0,163_CAPatchPhysicalAdversarialPatchagainstImageCaptioningSystems.pdf,CAPatch,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Physical patch causing incorrect captions,98.4%,73.1%,"['Show-and-Tell', 'Self-critical Sequence Training: Att2in', 'Bottom-up Top-down']",MSCOCO,https://www.usenix.org/conference/usenixsecurity23/presentation/zhang-shibo
0.0,163_CAPatchPhysicalAdversarialPatchagainstImageCaptioningSystems.pdf,CAPatch,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Incorrect image captions via physical patch,98.4%,73.1%,"Show-and-Tell, SCST: Att2in, Bottom-up Top-down",MSCOCO,https://www.usenix.org/conference/usenixsecurity23/presentation/zhang-shibo
0.0,164_XAdvPhysicalAdversarialObjectAttacksagainstXrayProhibitedItemDetection.pdf,X-Adv,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,3D adversarial objects creation,13.37%,33.16%,"['SSD', 'Faster R-CNN', 'DOAM', 'LIM']","['OPIXray', 'HiXray']",https://github.com/DIG-Beihang/X-adv
0.0,164_XAdvPhysicalAdversarialObjectAttacksagainstXrayProhibitedItemDetection.pdf,X-Adv,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,3D adversarial objects creation,13.37%,33.16%,"['SSD', 'Faster R-CNN', 'DOAM', 'LIM']","['OPIXray', 'HiXray']",https://github.com/DIG-Beihang/X-adv
0.0,165_AdvAttributeInconspicuousandTransferableAdversarialAttackonFaceRecognition.pdf,Adv-Attribute,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,Yes,High-level semantic attribute manipulation.,42.70%,,"['IR152', 'MobileFace', 'FaceNet']","['FFHQ', 'CelebA-HQ']",#
0.0,166_StepbyStepLossGoesVeryFarMultiStepQuantizationforAdversarialTextAttacks.pdf,MANGO,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,NLP,Classification,no,White-box evasion attack using multi-step quantization.,,,['BERT'],"['AG News', 'Yelp Reviews', 'IMDB', 'MNLI']",http://example.com/mango-attack
0.0,166_StepbyStepLossGoesVeryFarMultiStepQuantizationforAdversarialTextAttacks.pdf,Gray MANGO,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Black-box evasion attack using ZOO approximation.,,,['BERT'],"['AG News', 'Yelp Reviews', 'IMDB', 'MNLI']",http://example.com/gray-mango-attack
0.0,167_PassoffFishEyesforPearlsAttackingModelSelectionofPretrainedModels.pdf,MDA,Integrity,Interactive,WhiteBox,False,Evasion,Serving,"NLP, CV",Classification,No,Inferior PTM post-training to mislead FMS.,Not specified,,"BERT, RoBERTa",GLUE,
0.0,167_PassoffFishEyesforPearlsAttackingModelSelectionofPretrainedModels.pdf,EDS,Integrity,Interactive,WhiteBox,False,Evasion,Serving,"NLP, CV",Classification,No,Data subset selection for FMS deception.,Not specified,,"BERT, RoBERTa",GLUE,
0.0,168_Geodaageometricframeworkforblackboxadversarialattacks.pdf,GeoDA,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial examples with minimal queries.,,,ResNet-50,ILSVRC2012's validation set,https://github.com/thisisalirah/GeoDA
0.0,169_Physicaladversarialattacksagainstendtoendautoencodercommunicationsystems.pdf,White-box adversarial attack,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Perturbation causing misclassification.,Significant increase in BLER,,['MLP Autoencoder'],Custom dataset with messages s ∈ M,https://arxiv.org/abs/1902.08380
0.0,169_Physicaladversarialattacksagainstendtoendautoencodercommunicationsystems.pdf,Shift-invariant black-box attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Robust non-synchronous attack.,Significant increase in BLER,,['CNN Autoencoder'],Custom dataset with messages s ∈ M,https://arxiv.org/abs/1902.08380
0.0,170_WitchcraftEfficientPGDAttackswithRandomStepSize.pdf,WITCHcraft,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,PGD variant with random step size.,"CIFAR-10: 45.20%, MNIST: 91.00%",,"WideResNet(34-10), CNN","CIFAR-10, MNIST",Not provided
0.0,171_Doubletargeteduniversaladversarialperturbations.pdf,DTA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Shifts source class to sink class.,78.6%,0.0,"['VGG-16', 'ResNet-20']",['CIFAR-10'],https://github.com/phibenz/double-targeted-uap.pytorch
0.0,171_Doubletargeteduniversaladversarialperturbations.pdf,DTA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Shifts source class to sink class.,86.7%,0.0,"['VGG-16', 'ResNet-20']",['GTSRB'],https://github.com/phibenz/double-targeted-uap.pytorch
0.0,171_Doubletargeteduniversaladversarialperturbations.pdf,DTA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Shifts source class to sink class.,95.9%,0.0,"['ResNet-50', 'Inception-V3']",['EuroSAT'],https://github.com/phibenz/double-targeted-uap.pytorch
0.0,171_Doubletargeteduniversaladversarialperturbations.pdf,DTA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Shifts source class to sink class.,99.5%,0.0,"['ResNet-50', 'Inception-V3']",['YCB'],https://github.com/phibenz/double-targeted-uap.pytorch
0.0,171_Doubletargeteduniversaladversarialperturbations.pdf,DTA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Shifts source class to sink class.,77.2%,0.0,"['VGG-16', 'ResNet-50', 'Inception-V3', 'MobileNet-V2']",['ImageNet'],https://github.com/phibenz/double-targeted-uap.pytorch
0.0,173_Vulnerabilityindeeptransferlearningmodelstoadversarialfastgradientsignattackforcovidpredictionfromchestradiographyimages.pdf,FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Minor perturbation causes misclassification,16.67%,0.0,"['VGG16', 'Inception-v3']","['COVID-19 image data collection', 'COVID-CT-Dataset']",https://doi.org/10.3390/app11094233
0.0,173_Vulnerabilityindeeptransferlearningmodelstoadversarialfastgradientsignattackforcovidpredictionfromchestradiographyimages.pdf,FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Minor perturbation causes misclassification,55.56%,0.0,"['VGG16', 'Inception-v3']","['COVID-19 image data collection', 'COVID-CT-Dataset']",https://doi.org/10.3390/app11094233
0.0,174_Trustregionbasedadversarialattackonneuralnetworks.pdf,TR Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Trust region optimization for adversarial perturbations.,<0.1%,,"['AlexNet', 'ResNet-50', 'VGG-16', 'DenseNet-121']","['Cifar-10', 'ImageNet']",https://github.com/amirgholami/trattack
0.0,175_Evadingdefensestotransferableadversarialexamplesbytranslationinvariantattacks.pdf,TI-FGSM,Integrity,Transferable,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Optimizes perturbation over translated images.,82%,,"['Inception v3', 'Inception v4', 'Inception ResNet v2', 'ResNet v2-152']",ImageNet-compatible dataset,"Yinpeng Dong, Tianyu Pang, Hang Su, Jun Zhu"
0.0,175_Evadingdefensestotransferableadversarialexamplesbytranslationinvariantattacks.pdf,TI-FGSM,Integrity,Transferable,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Uses translated images to optimize perturbation.,82,,"['Inception v3', 'Inception v4', 'Inception ResNet v2', 'ResNet v2-152']",ImageNet,Dong et al.
0.0,177_Targetattackonbiomedicalimagesegmentationmodelbasedonmultiscalegradients.pdf,MSA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Gradient-based attack on image segmentation.,98.522%,,"['U-Net', 'R2U-Net', 'AttentionU-Net', 'AttentionR2U-Net']","['glaucoma optic disc', 'ISIC skin lesion']",https://doi.org/10.1016/j.ins.2020.12.013
0.0,178_Blackboxattackagainsthandwrittensignatureverificationwithregionrestrictedadversarialperturbations.pdf,Region-Restricted,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Foreground perturbation.,92.1%,,['SigNet'],"['CEDAR', 'MCYT-75', 'GPDS']",https://doi.org/10.1016/j.patcog.2020.107689
0.0,179_Adversarialattacksbyattachingnoisemarkersonthefaceagainstdeepfacerecognition.pdf,Noise Marker Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,Yes,Deceive face recognition with noise markers.,90.32%,,"['ResNetV2 50', 'MobileNetV2', 'Inception-ResNetV2']","['Custom', 'K-Face']",
0.0,17_Onepixelattackforfoolingdeepneuralnetworks.pdf,One Pixel Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Single pixel modification causing misclassification.,67.97%,,"['AllConv', 'NiN', 'VGG16', 'AlexNet']","['CIFAR-10', 'ImageNet']",https://ieeexplore.ieee.org/abstract/document/8601309
0.0,182_AdversarialattackvulnerabilityofmedicalimageanalysissystemsUnexploredfactors.pdf,Adversarial attack vulnerability of medical image analysis systems,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Black-box attacks on deep learning MedIA systems,Varies,,"Inception-v3, Densenet-121","Kaggle, ChestX-Ray14, PCam",https://doi.org/10.1016/j.media.2021.102141
0.0,184_AdversarialAttacksAgainstAutomaticSpeechRecognitionSystemsviaPsychoacousticHiding.pdf,Psychoacoustic Hiding,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Speech,Classification,No,Manipulates audio signals below human perception thresholds,Up to 98%,Not applicable,Kaldi ASR system,Wall Street Journal (WSJ) dataset,Not provided
0.0,184_AdversarialAttacksAgainstAutomaticSpeechRecognitionSystemsviaPsychoacousticHiding.pdf,Psychoacoustic Hiding,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Speech,Classification,No,Manipulates audio signals below human perception thresholds,98%,,Kaldi,WSJ,
0.0,185_AudioAdversarialExamplesTargetedAttacksonSpeechtoText.pdf,Audio Adversarial Examples,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Speech,Classification,no,Transforms audio to transcribe any phrase.,100%,0.0,['DeepSpeech'],['Mozilla Common Voice'],https://arxiv.org/abs/1801.01944
0.0,186_AdversarialMachineLearninginNetworkIntrusionDetectionSystems.pdf,PSO,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,PSO-based evasion with high misclassification rates.,Varies,,Multiple,"NSL-KDD, UNSW-NB15",
0.0,186_AdversarialMachineLearninginNetworkIntrusionDetectionSystems.pdf,GA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,GA-based evasion with near-perfect evasion rates.,Varies,,Multiple,"NSL-KDD, UNSW-NB15",
0.0,186_AdversarialMachineLearninginNetworkIntrusionDetectionSystems.pdf,GAN,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,GAN-based evasion with varied success across models.,Varies,,Multiple,"NSL-KDD, UNSW-NB15",
0.0,186_AdversarialMachineLearninginNetworkIntrusionDetectionSystems.pdf,MC,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,MC simulation with moderate evasion effectiveness.,Varies,,Multiple,"NSL-KDD, UNSW-NB15",
0.0,187_BadNetsEvaluatingBackdooringAttacksonDeepNeuralNetworks.pdf,BadNet,Integrity,Gradient Based,WhiteBox,True,Poisoning,Training,Computer Vision,Classification,yes,Trained to misclassify specific inputs,99.5%,95%,['Faster-RCNN'],"['U.S.', 'Swedish traffic signs']",https://ieeexplore.ieee.org/document/2909068
0.0,188_NesterovAcceleratedGradientandScaleInvarianceforAdversarialAttacks.pdf,NI-FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Uses Nesterov accelerated gradient for iterative attacks to improve transferability.,Not specified,0.0,"['Inception-v3', 'Inception-v4', 'Inception-Resnet-v2', 'Resnet-v2-101']",ImageNet,https://github.com/JHL-HUST/SI-NI-FGSM
0.0,188_NesterovAcceleratedGradientandScaleInvarianceforAdversarialAttacks.pdf,SIM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Leverages scale-invariant property of models for more transferable adversarial examples.,Not specified,0.0,"['Inception-v3', 'Inception-v4', 'Inception-Resnet-v2', 'Resnet-v2-101']",ImageNet,https://github.com/JHL-HUST/SI-NI-FGSM
0.0,189_PracticalHiddenVoiceAttacksagainstSpeechandSpeakerRecognitionSystems.pdf,Practical Hidden Voice,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Black-box attack on VPS signal processing.,,,Various proprietary models,"TIMIT, LibriSpeech",Not provided
0.0,189_PracticalHiddenVoiceAttacksagainstSpeechandSpeakerRecognitionSystems.pdf,Practical Hidden Voice,Integrity,Interactive,BlackBox,False,Evasion,Serving,Speech,Classification,yes,Black-box attack on VPS signal processing.,,,Various proprietary models,"TIMIT, LibriSpeech",Not provided
0.0,18_EADElasticNetAttackstoDeepNeuralNetworksviaAdversarialExamples.pdf,EAD,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,EAD generates adversarial examples to misclassify DNNs with L1 regularization.,Comparable to state-of-the-art,,"['Inception-v3', 'MNIST', 'CIFAR10']","['MNIST', 'CIFAR10', 'ImageNet']",https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/viewPaper/16936
0.0,190_CharacterizingAudioAdversarialExamplesUsingTemporalDependency.pdf,MI-FGSM,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method.,100%,,['Inc-v3'],ImageNet,
0.0,190_CharacterizingAudioAdversarialExamplesUsingTemporalDependency.pdf,MI-FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method.,59.3%,,"['Inc-v4', 'IncRes-v2', 'Res-152']",ImageNet,
0.0,190_CharacterizingAudioAdversarialExamplesUsingTemporalDependency.pdf,MI-FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method.,87.9%,,['Ensemble excluding Inc-v3ens3'],ImageNet,
0.0,190_CharacterizingAudioAdversarialExamplesUsingTemporalDependency.pdf,MI-FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method.,39%,,['Adversarially trained models'],ImageNet,
0.0,191_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,MI-FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method,99.5%,0.0,"['Inc-v3', 'Inc-v4', 'IncRes-v2', 'Res-152']",ImageNet,0.0
0.0,191_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,MI-FGSM Ensemble,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method on ensemble,87.9%,0.0,"['Inc-v3ens3', 'Inc-v3ens4', 'IncRes-v2ens']",ImageNet,0.0
0.0,193_LabelOnlyMembershipInferenceAttacks.pdf,Label-Only Membership Inference,Privacy,Interactive,BlackBox,False,Membership Inference,Serving,Computer Vision,Classification,No,Evaluates model robustness to perturbations to infer membership.,,,,,
0.0,194_WhenMachineUnlearningJeopardizesPrivacy.pdf,Machine Unlearning Jeopardizes Privacy,Privacy,Interactive,BlackBox,False,Membership Inference,Serving,Computer Vision,Classification,no,Uses ML model version outputs to infer target sample membership,Varies,,"['Logistic Regression', 'Decision Tree', 'Random Forest', 'Multi-layer Perceptron', 'SimpleCNN', 'ResNet50', 'DenseNet']","['UCI Adult', 'US Accident', 'Insta-NY', 'Insta-LA', 'MNIST', 'CIFAR10', 'STL10']",https://doi.org/10.1145/3460120.3484756
0.0,195_PoisoningAttackstoGraphBasedRecommenderSystems.pdf,Graph-based Recommender System Poisoning Attack,Integrity,Gradiant Based,WhiteBox,False,Poisoning,Training,Recommender system,Classification,no,Inject fake users to promote items,58000%,,['Graph-based'],"['MovieLens 100K', 'Amazon Instant Video']",https://doi.org/10.1145/3274694.3274706
0.0,195_PoisoningAttackstoGraphBasedRecommenderSystems.pdf,Graph-based Recommender System Poisoning Attack,Integrity,Gradiant Based,BlackBox,False,Poisoning,Training,Recommender system,Classification,no,Inject fake users to promote items,400000%,,['Matrix factorization-based'],"['MovieLens 100K', 'Amazon Instant Video']",https://doi.org/10.1145/3274694.3274706
0.0,198_StolenmemoriesLeveragingmodelmemorizationforcalibratedwhiteboxmembershipinference.pdf,Calibrated White-Box Membership Inference,Privacy,Gradient Based,WhiteBox,False,Membership Inference,Serving,Computer Vision,Classification,no,Uses model overfitting for membership inference.,Not specified,,Deep neural networks,"LFW, unspecified",https://www.usenix.org/conference/usenixsecurity20/presentation/leino
0.0,199_DisguisingAttackswithExplanationAwareBackdoors.pdf,Explanation-Aware Backdoor,Integrity,Gradient Based,WhiteBox,True,Evasion,Serving,Computer Vision,Classification,no,Embeds backdoor to fool model and explanation,100%,0.0,['ResNet20'],"['CIFAR-10', 'GTSRB']",Provided paper link
0.0,199_DisguisingAttackswithExplanationAwareBackdoors.pdf,Explanation-Aware Backdoor,Integrity,Gradient Based,WhiteBox,True,Evasion,Serving,Computer Vision,Classification,no,Manipulates explanations to mislead,100%,0.0,['DREBIN'],['Android Malware Dataset'],Provided paper link
0.0,19_SPATIALLYTRANSFORMEDADVERSARIALEXAMPLES.pdf,stAdv,Integrity,Gradient-Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Spatial transformation-based adversarial example generation.,,,"['MNIST Models A, B, C', 'CIFAR-10 ResNet-32, WideResNet-34', 'ImageNet Inception_v3']","['MNIST', 'CIFAR-10', 'ImageNet']",Not provided
0.0,200_AdversarialattacksonmachinelearningcybersecuritydefencesinIndustrialControlSystems.pdf,JSMA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,JSMA decreases model accuracy.,Decrease by 8.5%,,"['Random Forest', 'J48']",Power system,https://doi.org/10.1016/j.jisa.2020.102717
0.0,203_Attacksonstateoftheartfacerecognitionusingattentionaladversarialattackgenerativenetwork.pdf,A3GN,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Impersonates target person in face recognition.,56.28%,0.0,['ArcFace'],"['CASIA-WebFace', 'LFW', 'CFP-FP', 'AgeDB-30']",https://doi.org/10.1007/s11042-020-09604-z
0.0,206_DARTSDeceivingAutonomousCarswithToxicSigns.pdf,DARTS Out-of-Distribution,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Generates adversarial examples from any image point.,85.71%,65.07%,['Multi-scale CNN'],"['GTSRB', 'Auxiliary traffic data', 'Logo dataset', 'Custom Sign dataset']",https://arxiv.org/abs/1604.07316
0.0,206_DARTSDeceivingAutonomousCarswithToxicSigns.pdf,DARTS Lenticular Printing,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Uses optical phenomenon for deceptive signs.,,High confidence,['Multi-scale CNN'],['Custom dataset for Lenticular Printing'],https://arxiv.org/abs/1604.07316
0.0,207_AdversarialattackonSpeechtoTextRecognitionModels.pdf,Weighted-Sampling Audio Attack,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Speech,Classification,no,An audio adversarial example attack targeting ASR systems.,,,['DeepSpeech'],['Mozilla Common Voice dataset'],https://sites.google.com/view/audio-adversarial-examples/
0.0,207_AdversarialattackonSpeechtoTextRecognitionModels.pdf,Weighted-Sampling Audio,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Speech,Classification,no,Targets ASR systems to transcribe audio incorrectly.,Substantial improvement over state-of-the-art,Not applicable,['DeepSpeech'],['Mozilla Common Voice'],https://sites.google.com/view/audio-adversarial-examples/
0.0,208_AdversarialSensorAttackonLiDARbasedPerceptioninAutonomousDriving.pdf,Adv-LiDAR,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Cyber,Classification,yes,LiDAR spoofing to create fake obstacles,75%,N/A,Baidu Apollo's perception model,Baidu Apollo LiDAR data,https://doi.org/10.1145/3319535.3339815
0.0,209_UnsupervisedAdversarialDomainAdaptationforCrossDomainFacePresentationAttackDetection.pdf,DR-UDA,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Uses disentangled representation learning for domain adaptation,Not specified,Not specified,"ResNet-18, SE-ResNet18","Idiap, CASIA, MSU, ROSE-Youtu, Oulu-NPU, CASIA-SURF",https://ieeexplore.ieee.org/document/8737949
0.0,20_Constructingunrestrictedadversarialexampleswithgenerativemodels.pdf,Unrestricted Adversarial Examples,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Synthesized from scratch.,84%,,"['MadryNetwork', 'ResNet']","['MNIST', 'SVHN', 'CelebA']",https://arxiv.org/abs/1801.02610
0.0,20_Constructingunrestrictedadversarialexampleswithgenerativemodels.pdf,Noise-Augmented Unrestricted Adversarial Examples,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Added noise.,Varies,,"['MadryNetwork', 'ResNet']","['MNIST', 'SVHN', 'CelebA']",https://arxiv.org/abs/1801.02610
0.0,210_DetectingAdversarialImageExamplesinDeepNeuralNetworkswithAdaptiveNoiseReduction.pdf,FGSM,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,FGSM perturbations,96.39%,,"['GoogLeNet', 'CaffeNet', 'Inceptionv3', 'M1', 'M2']","['MNIST', 'ImageNet']",https://ieeexplore.ieee.org/document/8482346
0.0,210_DetectingAdversarialImageExamplesinDeepNeuralNetworkswithAdaptiveNoiseReduction.pdf,DeepFool,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,DeepFool perturbations,94.92%,,"['GoogLeNet', 'CaffeNet']",['ImageNet'],https://ieeexplore.ieee.org/document/8482346
